dwnom,beta2,beta1,beta3,beta4,beta5,south,rep,year
.34099999,,,,,0,0,0,1966
.34099999,,,,,0,0,0,1968
.34099999,.10950324,,,.080188394,0,0,0,1970
.34099999,,,,,0,0,0,1972
.34099999,,,,,0,0,0,1974
.34099999,.049061477,,,.50224793,0,0,0,1976
.34099999,,,,,0,0,0,1978
.34099999,,,,,0,0,0,1980
.34099999,.093536794,,,.45105147,0,0,0,1982
.34099999,,,,,0,0,0,1984
.34099999,,,,,0,0,0,1986
.34099999,,,,,0,0,0,1988
.40099999,,,,,0,0,0,1996
.40099999,,,,,0,0,0,1998
.40099999,.18399933,,,.56837332,0,0,0,2000
.40099999,,,,,0,0,0,2002
.40099999,,,,,0,0,0,2004
.40099999,.12923867,,,.4680897,0,0,0,2006
.40099999,,,,,0,0,0,2008
.40099999,,,,,0,0,0,2010
.40099999,,,,,0,0,0,2012
-.068000004,.10982776,.87620682,.096231826,.23666394,0,0,1,1988
.34099999,,,,,0,0,0,1990
.34099999,,,,,0,0,0,1994
-.27900001,,.67434239,,.57548022,0,0,1,1872
-.47799999,-.19573563,.82137281,-.16077192,.34514916,0,0,1,1874
-.47799999,-.20062301,.80857635,-.16221902,.36256963,0,0,1,1876
-.47799999,-.2191661,.80723429,-.17691839,.39587796,0,0,1,1878
-.47799999,-.23442101,.79421103,-.18617976,.44481915,0,0,1,1880
-.40000001,-.21221134,.79546177,-.16880602,.48285604,0,0,1,1882
-.40000001,-.21334502,.80506182,-.17175592,.4686898,0,0,1,1884
-.40000001,-.25306183,.79349047,-.20080215,.42053628,0,0,1,1886
-.40000001,-.2553696,.82048213,-.2095262,.33141679,0,0,1,1888
-.29300001,-.23645094,.83785921,-.19811259,.34802067,0,0,1,1890
-.29300001,-.23510435,.78728139,-.18509328,.51025128,0,0,1,1892
-.29300001,-.29605505,.72812867,-.21556617,.54530406,0,0,1,1894
-.29300001,-.2962819,.74098814,-.21954137,.43431067,0,0,1,1896
-.29300001,-.24228495,.76317227,-.18490516,.41516447,0,0,1,1898
-.42500001,-.2519331,.72635341,-.18299246,.56923681,0,0,1,1900
-.42500001,-.25549141,.72147405,-.18433042,.44706321,0,0,1,1902
-.42500001,-.25601146,.68457848,-.17525993,.3951447,0,0,1,1904
-.42500001,-.26028651,.7100386,-.18481347,.46866107,0,0,1,1906
-.42500001,,,,,0,0,1,1908
-.56199998,-.26085365,.80499887,-.2099869,.47670221,0,0,1,1912
-.56199998,-.20453998,.73566246,-.15047239,.46856874,0,0,1,1914
-.56199998,-.20350835,.77432543,-.15758169,.517784,0,0,1,1916
-.56199998,-.15355575,.74905527,-.11502174,.49418658,0,0,1,1918
-.56199998,-.15993851,.75115001,-.12013782,.0045529604,0,0,1,1920
-.50099999,-.2120664,.7525202,-.15958425,.50680155,0,0,1,1922
-.495,-.21212871,.70779777,-.15014423,.44508272,0,0,1,1924
-.495,-.037371814,.74183947,-.027723886,.27446985,0,0,1,1926
-.495,-.037356615,.7689265,-.028724492,.16057634,0,0,1,1928
-.67199999,,,,,0,0,1,1930
-.28200001,-.037356615,.91749144,-.034274373,.19190961,0,0,1,1934
-.28200001,-.037356615,.86722386,-.032396547,.27955937,0,0,1,1936
-.28200001,-.037356615,.84637332,-.031617641,.27650756,0,0,1,1938
-.28200001,-.037356615,.78660697,-.029384974,.40387565,0,0,1,1940
-.28200001,-.037356615,.80058867,-.029907282,.24847597,0,0,1,1942
-.28200001,-.037356615,.78901935,-.029475093,.28653771,0,0,1,1944
-.28200001,-.037356615,.77451885,-.028933402,.2159254,0,0,1,1946
-.28200001,-.037356615,.78686237,-.029394515,.48363405,0,0,1,1948
-.17299999,-.037356615,.79769486,-.02979918,.43567801,0,0,1,1950
-.17299999,-.037356615,.90229607,-.033706728,.22752088,0,0,1,1952
-.17299999,-.037356615,.9060992,-.0338488,.34257406,0,0,1,1954
-.17299999,-.037356615,.92548841,-.034573115,.029307008,0,0,1,1956
.98199999,-.037356615,.96626925,-.036096547,.14332354,0,0,0,1958
-.045000002,-.037356615,.91875941,-.03432174,.13420737,0,0,1,1960
-.045000002,-.037356615,.99086785,-.037015468,.097926438,0,0,1,1962
-.045000002,-.037356615,.94682783,-.035370283,.3127597,0,0,1,1964
-.045000002,-.037356615,.93985564,-.035109825,.21353757,0,0,1,1966
-.045000002,,,,,0,0,1,1968
-.301,-.037356615,.98363972,-.036745451,.16263586,0,0,1,1972
-.0089999996,-.037356615,.98454034,-.036779094,.37135488,0,0,1,1974
-.0089999996,-.037356615,.98247623,-.036701985,.59219074,0,0,1,1976
-.0089999996,-.037356615,,,,0,0,1,1978
-.0089999996,-.037356615,.90895945,-.033955649,.49771458,0,0,1,1980
-.0089999996,-.037356615,.90741497,-.033897951,.42068768,0,0,1,1982
-.0089999996,-.037356615,,,,0,0,1,1984
-.0089999996,-.037356615,.98875201,-.036936428,.37158185,0,0,1,1986
-.063000001,-.037356615,.95458233,-.035659965,.85849214,0,0,1,1988
.523,.065908134,.9253884,.060990624,.59188497,0,0,,1990
.523,.06596458,.94817239,.062545791,1,0,0,,1992
.523,.075910807,.89615673,.068027981,.5539583,0,0,,1994
.523,.076137125,.96586126,.073537901,1,0,0,,1996
.523,.039456844,.95407736,.037644882,.55398762,0,0,,1998
.523,.044789732,.94954032,.042529657,1,0,0,,2000
.523,.1026091,.96437132,.098953269,.54803813,0,0,,2002
.523,.1026091,.92405057,.094815992,.088740706,0,0,,2004
.45699999,.12486094,.89566743,.11183388,,0,0,0,2006
.45699999,.12470806,.87636214,.10928942,.33680546,0,0,0,2008
.45699999,.14903677,.88350987,.13167545,.51081145,0,0,0,2010
.45699999,,,,,0,0,0,2012
-.237,,.6358639,,.21973705,0,0,1,1872
-.48800001,-.23206452,.8244015,-.19131434,.40740359,0,0,,1874
-.48800001,-.23695186,.8124336,-.19250765,.43043506,0,0,1,1876
-.47299999,-.23975021,.80790716,-.1936959,.40877396,0,0,1,1878
-.47299999,-.21992433,.79651165,-.17517228,.47181869,0,0,1,1880
-.237,-.20912951,.7900604,-.16522494,.40508682,0,0,1,1882
-.52600002,-.21026319,.79986507,-.16818218,.39123636,0,0,1,1884
-.52600002,-.25022531,.79444528,-.19879031,.43206006,0,0,1,1886
-.52600002,-.25253308,.82117754,-.2073745,.3375721,0,0,1,1888
-.52600002,-.25320578,.83913958,-.21247499,.36444134,0,0,1,1890
-.52600002,-.25185919,.78697234,-.19820622,.50672346,0,0,1,1892
-.52600002,-.33262005,.73408198,-.24417038,.61858487,0,0,1,1894
-.52600002,-.33284691,.74590385,-.24827179,.49634945,0,0,1,1896
-.52600002,-.2809487,.77192277,-.2168707,.52290273,0,0,1,1898
-.51099998,-.29059684,.73042989,-.21226062,.617194,0,0,1,1900
-.51099998,-.28542098,.72921622,-.20813361,.54186797,0,0,1,1902
-.51099998,-.28594103,.68956339,-.19717447,.43540406,0,0,1,1904
-.51099998,-.28391787,.71551347,-.20314707,.53569269,0,0,1,1906
-.41,-.2839177,.7876296,-.22362198,.48990208,0,0,1,1908
-.41,-.29812744,.85853219,-.255952,.23387694,0,0,1,1910
-.41,-.30080524,.80300677,-.24154864,.4296155,0,0,1,1912
-.433,-.20694444,.73579073,-.1522678,.47127199,0,0,1,1914
-.433,-.2059128,.77049702,-.1586552,.47460127,0,0,1,1916
-.433,-.21955197,.75278735,-.16527595,.56734234,0,0,1,1918
-.433,,,,,0,0,1,1920
-.27000001,-.28375751,.71732593,-.20354661,.60811281,0,0,1,1924
-.27000001,-.22212611,.75858313,-.16850112,.61174077,0,0,1,1926
-.27000001,-.22211091,.8072899,-.17930789,.62391305,0,0,1,1928
-.27000001,,,,,0,0,1,1930
-.38600001,,.66831011,,.42532903,0,0,1,1872
-.38600001,-.18825439,.82310843,-.15495378,.38100457,0,0,1,1874
-.38600001,-.19314173,.81334603,-.15709105,.59631336,0,0,1,1876
-.18700001,-.19530278,.80438602,-.15709883,.32867056,0,0,,1878
-.52600002,,,,,0,0,1,1880
-.44100001,,,,,0,0,1,1916
-.44100001,,,,,0,0,1,1918
-.44100001,-.18618909,,,.35830081,0,0,1,1920
-.56199998,,,,,0,0,1,1922
-.56199998,,,,,0,0,1,1924
-.56199998,-.11011848,,,.43103421,0,0,1,1926
-.56199998,,,,,0,0,1,1928
-.112,,,,,0,0,1,1934
-.112,,,,,0,0,1,1936
-.112,-.15440103,,,.32896912,0,0,1,1938
-.112,,,,,0,0,1,1940
-.112,,,,,0,0,1,1942
-.112,-.13252521,,,.49281943,0,0,1,1944
-.17399999,,,,,0,0,1,1946
-.17399999,,,,,0,0,1,1948
-.17399999,-.16256887,,,.44649303,0,0,1,1950
-.17399999,,,,,0,0,1,1952
-.17399999,,,,,0,0,1,1954
-.17399999,-.14746776,,,.043106496,0,0,1,1956
-.17299999,,,,,0,0,1,1958
-.17299999,,,,,0,0,1,1960
-.17299999,.058444202,,,.042845786,0,0,1,1962
-.17299999,,,,,0,0,1,1964
-.17299999,,,,,0,0,1,1966
-.17299999,-.02936852,,,.18848759,0,0,1,1968
-.17299999,,,,,0,0,1,1970
-.045000002,,,,,0,0,1,1976
-.045000002,.035132676,,,.011880398,0,0,1,1978
.38600001,.035132676,.85302222,.029968953,.031198502,0,0,0,1980
-.045000002,,,,,0,0,1,1982
-.045000002,,,,,0,0,1,1986
-.0089999996,,,,,0,0,1,1994
-.0089999996,,,,,0,0,1,1996
-.0089999996,,,,,0,0,1,1998
.523,,,,,0,0,,2006
.523,,,,,0,0,,2008
.523,.19001168,,,,0,0,,2010
.523,,,,,0,0,,2012
-.60600001,,,,,0,0,1,1914
-.60600001,,,,,0,0,1,1916
-.60600001,-.18618909,,,.56113416,0,0,1,1918
-.60600001,,,,,0,0,1,1920
-.433,,,,,0,0,1,1926
-.433,,,,,0,0,1,1928
-.433,-.22606736,,,.10289818,0,0,1,1930
-.433,,,,,0,0,1,1932
-.27000001,,,,,0,0,1,1938
-.064999998,,,,,0,0,1,1944
-.064999998,,,,,0,0,1,1946
-.064999998,-.17574459,,,.56011713,0,0,1,1948
-.064999998,,,,,0,0,1,1950
-.064999998,,,,,0,0,1,1952
-.064999998,-.14746776,,,.32789385,0,0,1,1954
-.064999998,,,,,0,0,1,1956
-.064999998,,,,,0,0,1,1958
-.064999998,-.080090404,,,.33867764,0,0,1,1960
-.064999998,,,,,0,0,1,1962
-.064999998,,,,,0,0,1,1964
-.064999998,-.02936852,,,.20567089,0,0,1,1966
-.064999998,,,,,0,0,1,1968
-.064999998,,,,,0,0,1,1970
-.064999998,.0083766282,,,.0067642927,0,0,1,1972
.38600001,,,,,0,0,0,1974
.38600001,,,,,0,0,0,1976
.38600001,,,,,0,0,0,1978
.38600001,.033231914,.9787972,.032527305,.39090306,0,0,0,1986
-.0089999996,,,,,0,0,1,1988
.38600001,,,,,0,0,0,1992
.38600001,,,,,0,0,0,1994
.38600001,.1022619,,,.52569866,0,0,0,1996
.38600001,,,,,0,0,0,1998
.38600001,,,,,0,0,0,2000
.38600001,.1316579,,,.48422885,0,0,0,2002
.38600001,,,,,0,0,0,2004
.38600001,,,,,0,0,0,2006
.38600001,.17624915,,,.35084379,0,0,0,2008
.38600001,,,,,0,0,0,2010
.38600001,,,,,0,0,0,2012
-.185,,,,,0,0,1,1872
.204,,.7228862,,1,0,0,0,1876
.403,,,,.02150023,0,0,0,1878
.403,,.97908515,,.061628699,0,0,0,1880
.25099999,,,,.13572192,0,0,0,1882
.25099999,,.72107553,,1,0,0,0,1884
.39300001,,,,.117998,0,0,0,1886
.39300001,,.96662843,,.019943953,0,0,0,1888
.28099999,,,,.012938857,0,0,0,1890
.28099999,,.99531418,,.03160429,0,0,0,1892
-.433,,.96555763,,1,0,0,1,1894
.40400001,,,,,0,0,0,1896
-.60799998,,,,.34261382,0,0,1,1900
.25299999,,.93060672,,.091956139,0,0,0,1902
-.449,,,,.08283329,0,0,1,1904
-.449,,.96822751,,.038416386,0,0,1,1906
-.43399999,,,,.049870014,0,0,1,1908
-.43399999,,.7624675,,.14646268,0,0,1,1910
.31900001,,,,.051395535,0,0,0,1912
-.37900001,,.98689377,,.0039714575,0,0,1,1914
.331,,.99171102,,.038504839,0,0,0,1916
-.315,,.96176428,,.12927854,0,0,1,1918
-.315,,.9703356,,.091335058,0,0,1,1920
.72899997,,.88562751,,.17824847,0,0,0,1922
-.47600001,,,,.13880557,0,0,1,1924
-.47600001,,.91054887,,.27121049,0,0,1,1926
-.47600001,,.91586703,,.10988283,0,0,1,1928
-.47600001,,.95125073,,.028416872,0,0,1,1930
.51300001,,.97308242,,.066476941,0,0,0,1932
-.361,,.9885267,,.081065416,0,0,1,1934
.382,,,,.12700421,0,0,0,1936
-.53600001,,.96361089,,.028818369,0,0,1,1938
.289,,.97599322,,.078237295,0,0,0,1940
-.273,,.97523218,,.010085106,0,0,1,1942
.289,,.97384864,,.12796015,0,0,0,1944
-.197,,.9836067,,.015838802,0,0,1,1946
-.197,,,,.1330871,0,0,1,1948
-.197,,.95022523,,.038555443,0,0,1,1950
-.33399999,,.97950423,,.09821403,0,0,1,1952
.405,,.98012358,,.039129972,0,0,0,1954
-.17299999,,.97382796,,.004565239,0,0,1,1956
.405,,.99487203,,.0097140074,0,0,0,1958
.405,,,,.060300469,0,0,0,1960
.405,,.98586613,,.13144529,0,0,0,1962
.405,,.96466744,,.11544949,0,0,0,1964
-.285,,.93726021,,.17345881,0,0,1,1966
-.285,,.9443962,,.093275964,0,0,1,1968
-.168,,.97224545,,.25842106,0,0,1,1970
-.168,,,,,0,0,1,1972
-.17900001,,.99296147,,.17135519,0,0,1,1976
-.17900001,,,,,0,0,1,1978
.182,,.99887764,,.17064929,0,0,0,1982
.182,,.98339808,,.32840776,0,0,0,1984
.182,,.98169899,,.35033286,0,0,0,1986
.182,,.98248261,,.33409822,0,0,0,1988
.182,.015345991,.91221291,.013998811,.13166678,0,0,0,1990
-.235,.015402436,.98146164,.0151169,.45405769,0,0,1,1992
-.235,.030319095,.98391378,.029831376,.43394053,0,0,1,1994
-.235,.030545413,.99654812,.030439975,.35183376,0,0,1,1996
-.235,.053599775,.9955864,.053363208,.37403375,0,0,1,1998
-.235,.057786882,.98548734,.056948241,.45916069,0,0,1,2000
-.235,.037914157,.99826467,.037848365,.39881831,0,0,1,2002
-.235,.037914157,.96042567,.036413729,.19188112,0,0,1,2004
-.235,.060860932,.90701985,.055202074,.23307085,0,0,1,2006
-.235,.060708046,.90815032,.055132031,.16088092,0,0,1,2008
.249,.088036776,.87041545,.076628573,.3165108,0,0,0,2010
.249,,,,,0,0,0,2012
.237,,,,,0,0,0,1916
.237,,,,,0,0,0,1918
.237,.0089769363,,,.0043752193,0,0,0,1920
.244,,,,,0,0,0,1922
.244,,,,,0,0,0,1924
.244,-.10044026,,,.21899897,0,0,0,1926
-.50099999,,,,,0,0,1,1928
-.50099999,,,,,0,0,1,1930
-.50099999,-.15444389,,,.071582139,0,0,1,1932
-.50099999,,,,,0,0,1,1934
-.50099999,,,,,0,0,1,1936
-.50099999,-.056604087,,,.034029007,0,0,1,1938
.421,,,,,0,0,0,1940
.421,,,,,0,0,0,1942
.421,-.016488552,,,.10301024,0,0,0,1944
-.61799997,,,,,0,0,1,1946
-.61799997,,,,,0,0,1,1948
-.61799997,.035011441,,,.089833319,0,0,1,1950
-.61799997,,,,,0,0,1,1952
-.61799997,,,,,0,0,1,1954
-.61799997,.02186349,,,.065582275,0,0,1,1956
-.61799997,,,,,0,0,1,1958
-.61799997,,,,,0,0,1,1960
-.61799997,.0064995289,,,.034550846,0,0,1,1962
-.61799997,,,,,0,0,1,1964
-.61799997,,,,,0,0,1,1966
-.61799997,-.001693666,,,.18932623,0,0,1,1968
-.285,,,,,0,0,1,1970
-.285,,,,,0,0,1,1972
-.285,.019797921,,,.12277406,0,0,1,1974
-.285,,,,,0,0,1,1976
-.285,,,,,0,0,1,1978
-.285,.058464229,,,.11036515,0,0,1,1980
-.285,,,,,0,0,1,1982
-.285,,,,,0,0,1,1984
-.285,,,,,0,0,1,1986
-.285,,,,,0,0,1,1994
-.285,,,,,0,0,1,1996
-.285,.095809817,,,.11919916,0,0,1,1998
.182,,,,,0,0,0,2000
.182,,,,,0,0,0,2002
.182,.066962957,,,.41961122,0,0,0,2004
.182,,,,,0,0,0,2006
.182,,,,,0,0,0,2008
.182,.10200864,,,.39283419,0,0,0,2010
.182,,,,,0,0,0,2012
-.60799998,,,,,0,0,1,1918
-.60799998,,,,,0,0,1,1920
-.60799998,-.019169658,,,,0,0,1,1922
-.63099998,,,,,0,0,1,1924
-.59899998,,,,,0,0,1,1930
-.59899998,,,,,0,0,1,1932
-.59899998,-.099431038,,,.12271309,0,0,1,1934
.57499999,,,,,0,0,0,1936
.57499999,,,,,0,0,0,1938
.57499999,-.056604087,,,.093313754,0,0,0,1940
-.38100001,,,,,0,0,1,1942
-.38100001,,,,,0,0,1,1944
-.38100001,-.057211012,,,.025989413,0,0,1,1946
-.035999998,,,,,0,0,0,1948
-.035999998,,,,,0,0,0,1950
-.035999998,.035011441,,,.13886821,0,0,0,1952
-.035999998,,,,,0,0,0,1954
-.035999998,,,,,0,0,0,1956
-.035999998,.014615238,,,.014279544,0,0,0,1958
-.197,,,,,0,0,1,1960
-.197,,,,,0,0,1,1962
-.197,.0064995289,,,.18236685,0,0,1,1964
-.197,,,,,0,0,1,1966
-.197,,,,,0,0,1,1968
-.197,.037188053,,,.013816953,0,0,1,1970
.32100001,,,,,0,0,0,1972
.32100001,,,,,0,0,0,1974
.32100001,.019797921,,,.17113125,0,0,0,1976
.32100001,,,,,0,0,0,1978
.32100001,,,,,0,0,0,1980
.32100001,.012297392,,,.20221043,0,0,0,1982
.32100001,,,,,0,0,0,1984
.32100001,,,,,0,0,0,1986
.32100001,,,,,0,0,0,1988
.32100001,,,,,0,0,0,1996
.32100001,,,,,0,0,0,1998
.32100001,.094783455,,,.17587781,0,0,0,2000
.32100001,,,,,0,0,0,2002
.32100001,,,,,0,0,0,2004
.32100001,,,,,0,0,0,2006
-.285,-.011362851,.97813624,-.011114416,.27251625,0,0,1,1988
.32100001,,,,,0,0,0,1990
.32100001,,,,,0,0,0,1994
-.45199999,,.76793635,,.043704987,0,0,1,1872
-.46399999,-.061845928,.94594359,-.05850276,.057562292,0,0,1,1874
-.46399999,-.066733271,.99930429,-.066686846,.4119873,0,0,1,1876
-.403,-.061863571,.96302986,-.059576467,.095610797,0,0,1,1878
-.403,-.05735752,.99803889,-.057245035,.054708958,0,0,1,1880
.19499999,-.06983465,.99204916,-.069279402,.046148121,0,0,0,1882
-.421,-.07096833,.99430597,-.070564233,.099940062,0,0,1,1884
-.421,-.081512332,.99567872,-.081160091,.12325799,0,0,1,1886
-.43099999,-.083820105,.98197949,-.082309626,.076437056,0,0,1,1888
-.43099999,-.067418486,.97822642,-.065950543,.054358304,0,0,1,1890
-.48500001,-.066071898,.96902895,-.064025581,.33876967,0,0,1,1892
-.48500001,-.0023159087,,,,0,0,1,1894
-.48500001,-.0025427639,.82366312,-.0020943808,.13730162,0,0,1,1896
-.48500001,-.13794136,.87829256,-.12115287,.24990708,0,0,1,1898
-.48500001,-.15047884,.9529236,-.14339484,.14283311,0,0,1,1900
-.48500001,-.1057426,.9527449,-.10074572,.26012421,0,0,1,1902
-.48500001,-.10626265,.95562601,-.10154735,.37909412,0,0,1,1904
-.48500001,-.11523211,.96711403,-.11144259,.21744341,0,0,1,1906
-.48500001,-.11523193,.99160069,-.11426406,.020024776,0,0,1,1908
-.456,-.081576228,.89359236,-.072895892,.04847914,0,0,1,1910
-.456,-.084254026,.92614937,-.078031816,.29056746,0,0,1,1912
-.456,-.13441938,.95967007,-.12899825,.26861966,0,0,1,1914
-.456,,,,,0,0,1,1916
-.46799999,-.12370598,.9435693,-.11672517,.22565424,0,0,1,1920
-.46799999,-.15807879,.9426378,-.14901105,.43819022,0,0,1,1922
-.46799999,-.15814111,.90406942,-.14297053,.39426994,0,0,1,1924
-.041999999,-.18370354,.92916876,-.17069159,.49718362,0,0,1,1926
-.041999999,-.18368834,.92407602,-.16974199,.6003077,0,0,1,1928
-.041999999,-.18513438,.9595713,-.17764963,.24298179,0,0,1,1930
-.041999999,-.18419632,.98586977,-.18159358,.25201678,0,0,1,1932
-.041999999,-.0011529922,.95871013,-.0011053854,.058208942,0,0,1,1934
-.041999999,-.0011529922,.98346537,-.001133928,.24565071,0,0,1,1936
-.041999999,.028636277,.97694778,.027976148,.11178607,0,0,1,1938
-.041999999,.029052317,.97100461,.028209934,.23428845,0,0,1,1940
-.041999999,.060453773,.96129155,.058113702,.01017642,0,0,1,1942
-.041999999,.060425341,.93882757,.056728978,.27030259,0,0,1,1944
-.041999999,-.030713677,.94851333,-.029132333,.073389351,0,0,1,1946
-.041999999,-.030708909,.96598589,-.029664373,.1349088,0,0,1,1948
-.041999999,.03798151,.93882042,.035657816,.10350579,0,0,1,1950
-.041999999,.03798151,.9639737,.036613178,.088490844,0,0,1,1952
-.041999999,.0019439161,.95197082,.0018505513,.1684649,0,0,1,1954
-.041999999,.0021820068,.96139437,.0020977692,.009555459,0,0,1,1956
-.083999999,.015137136,.98643261,.014931764,.15383375,0,0,1,1958
-.083999999,.013291657,.98769182,.013128061,.17842966,0,0,1,1960
-.083999999,.048835099,.95138872,.046461161,.12527609,0,0,1,1962
-.083999999,.04449445,.98911768,.044010248,.052259922,0,0,1,1964
-.289,.0052018166,.96148825,.0050014853,.17253637,0,0,1,1966
-.289,,,,,0,0,1,1968
-.289,.016900033,.96910346,.016377879,.19800949,0,0,1,1972
.32699999,.037430823,.89284849,.033420052,.41588807,0,0,0,1974
.32699999,.037427306,.93201977,.034882989,.59604061,0,0,0,1976
.32699999,.00099933147,.98664451,.00098598492,.55511701,0,0,0,1978
.32699999,.0033762753,.98741102,.0033337714,.47356915,0,0,0,1980
.32699999,.016800165,.94250762,.015834283,.44245589,0,0,0,1982
.32699999,.016796201,.96104532,.01614191,.52434134,0,0,0,1984
.32699999,-.011195213,.98543644,-.011032171,.40564787,0,0,0,1986
.32699999,-.011195213,.99393845,-.011127352,.11971247,0,0,0,1988
.30399999,,,,,0,0,0,1990
.30399999,.10552615,.97499621,.10288759,.50530541,0,0,0,2002
.30399999,.10552615,.96094877,.10140523,,0,0,0,2004
.30399999,.11386091,.94616294,.10773097,.46467888,0,0,0,2006
.30399999,.11370802,.97612619,.11099338,.28970993,0,0,0,2008
.30399999,,,,,0,0,0,2010
-.33899999,,.76775622,,.035793662,0,0,1,1872
-.33899999,-.028836906,.94818807,-.027342809,.016825378,0,0,1,1874
-.39500001,-.033724099,,,,0,0,1,1876
.33000001,-.035591334,.96223664,-.034247287,.058207095,0,0,0,1878
-.40000001,-.031085461,.993891,-.030895561,.035468996,0,0,1,1880
-.40000001,-.044465274,.99145788,-.044085447,.063644171,0,0,1,1882
-.41499999,-.045598954,.99472243,-.045358304,.082297742,0,0,1,1884
-.41499999,-.059444547,.99789476,-.059319403,.07956928,0,0,1,1886
-.41499999,-.061752319,.98397565,-.060762778,.034340203,0,0,1,1888
-.41499999,-.068207294,.97847211,-.066738933,.049044073,0,0,1,1890
-.56999999,-.066860706,.96647406,-.064619139,.27407783,0,0,1,1892
-.56999999,-.0031047165,,,,0,0,1,1894
-.56999999,-.0033315718,.82429683,-.0027462041,.16105503,0,0,1,1896
-.56999999,-.13926986,.87943339,-.12247857,.28757954,0,0,1,1898
-.56999999,-.1465511,.9573949,-.14030728,.35680068,0,0,1,1900
-.56999999,-.1459963,.9536252,-.13922575,.33716404,0,0,1,1902
-.56999999,-.14651635,.9551183,-.13994046,.37523633,0,0,1,1904
-.56999999,-.1169861,.96317768,-.11267839,.076555908,0,0,1,1906
-.56999999,-.11698592,.99006557,-.11582373,.14948714,0,0,1,1908
-.56999999,-.080263913,.8987757,-.072139256,.13352072,0,0,1,1910
.229,-.082941711,.92914021,-.077064477,.19821227,0,0,0,1912
-.37200001,-.15861884,.95962632,-.15221481,.27235514,0,0,1,1914
-.37200001,-.1575872,.95258176,-.1501147,.41336787,0,0,1,1916
-.37200001,-.16128242,.91997248,-.14837539,.4067322,0,0,1,1918
-.37200001,-.16766518,.94483733,-.15841633,.39662123,0,0,1,1920
-.37200001,-.18461093,.94366091,-.17421012,.52314496,0,0,1,1922
-.37200001,-.18467325,.90739918,-.16757235,.61242074,0,0,1,1924
-.37200001,-.17134425,.92904568,-.15918663,.52516448,0,0,1,1926
-.37200001,-.17132905,.92327631,-.15818405,.59636551,0,0,1,1928
-.37200001,-.18760157,.95780987,-.17968664,.26715857,0,0,1,1930
-.37200001,-.18666351,.98804975,-.18443283,.010967135,0,0,1,1932
-.37200001,-.074474633,.96022093,-.071512103,.043383598,0,0,1,1934
.29499999,-.074474633,.98973668,-.073710278,.015529096,0,0,0,1936
-.177,-.068587482,.97594213,-.066937417,.043273926,0,0,1,1938
.29499999,-.068171442,.9678064,-.065976754,.05952251,0,0,0,1940
.29499999,-.053749323,.96308511,-.051765174,.088585496,0,0,0,1942
-.205,-.053777754,.93889821,-.050491836,.3417927,0,0,1,1944
-.205,-.12348279,.94951683,-.11724899,.2436682,0,0,1,1946
-.205,-.12347803,.9649086,-.11914501,.086875618,0,0,1,1948
-.205,-.055579096,.9401381,-.052252024,.26782894,0,0,1,1950
-.205,-.055579096,.96498597,-.053633049,.27169907,0,0,1,1952
-.205,-.10011056,.95468962,-.095574513,.3586666,0,0,1,1954
-.13699999,-.09987247,.96169537,-.096046895,.073851228,0,0,1,1956
-.13699999,-.033559978,.98580462,-.03308358,.13371271,0,0,1,1958
-.13699999,-.035405457,.98333287,-.034815349,.060275793,0,0,1,1960
-.13699999,.053793013,.9541899,.051328748,.015714526,0,0,1,1962
.412,.052416027,.98919582,.051849715,.047415435,0,0,0,1964
-.149,-.0056398511,.96019942,-.0054153819,.10850108,0,0,1,1966
-.149,-.0052337646,.98652399,-.0051632342,.033588052,0,0,1,1968
-.149,-.02958861,.98727953,-.029212229,.31472319,0,0,1,1970
-.149,-.029314935,.96767366,-.02836729,.16257739,0,0,1,1972
.163,-.016826689,.89130813,-.014997764,.2344166,0,0,0,1974
.163,-.016830206,.93015575,-.015654713,.32851887,0,0,0,1976
.163,-.059607178,.98010963,-.058421571,.16500437,0,0,0,1978
.163,-.042999268,.98648649,-.042418197,.37197375,0,0,0,1980
.163,-.032064527,.94089723,-.030169426,.26471877,0,0,0,1982
.163,-.032068491,.95829189,-.030730974,.40889835,0,0,0,1984
.163,-.052734345,.98474455,-.051929858,.32999444,0,0,0,1986
.163,-.052734345,.99977398,-.052722428,1,0,0,0,1988
.163,-.026549339,.98218822,-.026076449,.1479764,0,0,0,1990
.163,-.026492894,.98062432,-.025979577,.29243875,0,0,0,1992
-.21799999,.027136981,.9951756,.027006062,.22689509,0,0,1,1994
-.21799999,.0273633,.97446406,.026664553,.36316526,0,0,1,1996
-.21799999,.04755491,.97952998,.046581458,.35051495,0,0,1,1998
-.21799999,.050215423,.96552652,.048484322,.4198786,0,0,1,2000
-.21799999,-.0045556724,.95644701,-.0043572593,.33126581,0,0,1,2002
-.21799999,-.0045556724,.96094877,-.0043777679,,0,0,1,2004
-.21799999,.00036090612,.93930864,.00033900223,.20602667,0,0,1,2006
-.21799999,.00020802021,.96235573,.00020018945,.35848588,0,0,1,2008
-.21799999,-.0029631853,.96089631,-.0028473139,.17735273,0,0,1,2010
-.21799999,,,,,0,0,1,2012
-.39199999,,.76561046,,.070042014,0,0,1,1872
.366,.033526361,.95306456,.031952787,.09343648,0,0,0,1874
.366,.028639019,.98048919,.028080247,.012478948,0,0,0,1876
.366,.036602437,.9595601,.035122238,.075576663,0,0,0,1878
.366,.041108489,.99214274,.040785488,.081739485,0,0,0,1880
