dwnom,beta2,beta1,beta3,beta4,beta5,south,rep,year
.26899999,.017747939,.80324709,.01425598,1,0,1,0,1974
.26899999,.017744422,.80643785,.014309773,.36803997,0,1,0,1976
.26899999,.0051826835,.86722839,.0044945702,.021102548,0,1,0,1978
-.78899997,-.00079828501,.86058253,-.00068699016,.082338095,0,1,1,1980
.18000001,-.06586498,.88482642,-.058279075,.013101161,0,1,0,1982
-.53200001,-.065868944,.93478346,-.0615732,.00054639578,0,1,1,1984
-.53200001,-.074239403,.94805956,-.070383377,.24941301,0,1,1,1986
-.53200001,-.074239403,.9684819,-.071899518,.33179682,0,1,1,1988
-.53200001,-.15131485,.96381593,-.14583966,.41570807,0,1,1,1990
-.53200001,-.15125841,.98141038,-.14844657,1,1,1,1,1992
-.53200001,-.19757694,.99083275,-.1957657,.48618996,0,1,1,1994
-.53200001,-.10006997,.98417974,-.098486833,1,0,1,1,1996
-.53200001,-.15730345,.99308205,-.15621524,1,0,1,1,1998
-.53200001,-.18686873,.9947657,-.1858906,1,0,1,1,2000
-.53200001,-.15030691,.99509048,-.14956897,.46299839,0,1,1,2002
-.53200001,-.15030691,.97919428,-.14717966,.41766107,0,1,1,2004
-.53200001,-.18613908,.97509009,-.18150237,.31528139,0,1,1,2006
-.53200001,-.18629196,.9836877,-.18325311,.50361574,0,1,1,2008
-.53200001,-.10396323,.98201078,-.10209301,.21846604,0,1,1,2010
-.53200001,,,,,0,1,1,2012
.39700001,,.9657138,,.23803818,0,1,0,1872
.39700001,.063536286,.94543785,.060069609,.18356264,0,1,0,1874
.39700001,.058648944,.88146293,.05169687,1,0,1,0,1876
.61000001,.042266726,.87627327,.037037201,.078821778,0,1,0,1878
.61000001,.046772778,.77781951,.036380779,1,0,1,0,1880
.044,.050329506,.77077693,.038792823,.13582611,0,1,,1882
.403,.049195826,.87430179,.043012001,1,0,1,0,1884
.403,.024430037,.87127173,.0212852,.10999382,0,1,0,1886
.403,.021735787,.93413913,.02030425,.17606318,0,1,0,1888
.403,.053457499,.88923562,.04753631,.22044456,0,1,0,1890
.403,.054804087,.84358191,.046231735,1,0,1,0,1892
.36899999,.11856008,.84612519,.10031667,1,0,1,,1894
.36899999,.15086365,.75753522,.11428452,1,0,1,,1896
.34400001,.0157637,.75310588,.011871736,.080159545,0,1,0,1898
.34400001,-.073160231,.86113328,-.063000709,.68484545,0,1,0,1900
.465,.098999649,.84084195,.083243057,.16904008,0,1,0,1902
.465,.098479599,.87888932,.086552665,.1333462,0,1,0,1904
.465,.0353311,.90583372,.032004103,.12411809,0,1,0,1906
.465,.035654932,.91261363,.032539178,.13246369,0,1,0,1908
.465,.10089648,.83069432,.083814129,.17887998,0,1,0,1910
.465,.098218679,.83699995,.082209028,.069651365,0,1,0,1912
.465,-.024502158,.9115752,-.022335559,.093156457,0,1,0,1914
.46399999,-.023470402,.90555644,-.021253774,.18564892,0,1,0,1916
.46399999,.099639863,.90828276,.090501167,.061370015,0,1,0,1918
.32100001,.093257099,.89728308,.083678015,.12978363,0,1,0,1920
.32100001,.12177652,.88028097,.10719755,.10339713,0,1,0,1922
.32100001,.1217142,.88555062,.10778409,.11698544,0,1,0,1924
.32100001,-.033558279,.91730392,-.030783141,.025152683,0,1,0,1926
.32100001,-.03354308,.9138453,-.030653186,.17968893,0,1,0,1928
.022,.15648764,.84590518,.13237371,.60715175,0,1,0,1930
.17299999,.1574257,.83228815,.13102354,.57843792,0,1,0,1932
.17299999,.16927218,.82952011,.14041469,.66379023,0,1,0,1934
.17299999,.16927218,.8279174,.14014338,.51481748,0,1,0,1936
.17299999,.22412491,.79785097,.17881827,.70641601,0,1,0,1938
.17299999,.22454095,.77922046,.1749669,1,1,1,0,1940
.17299999,.18161464,.80645192,.14646347,.58630705,0,1,0,1942
.17299999,.18158621,.84758627,.15390998,.47827339,0,1,0,1944
.17299999,.18795973,.83536261,.15701453,.69337583,0,1,0,1946
.024,.1879645,.79570842,.14956494,.68016255,0,1,0,1948
.024,.12983239,.8189798,.1063301,.96930981,0,1,0,1950
.024,.12983239,.83676279,.10863891,.62497187,0,1,0,1952
.024,.19053021,.83710361,.15949352,.67967033,0,1,0,1954
-.075000003,.1907683,.81215668,.15493375,.77929401,0,1,0,1956
-.075000003,.13394868,.85435522,.11443976,.53059542,0,1,0,1958
-.075000003,.13908201,.91029012,.12660499,.54049408,0,1,0,1960
-.075000003,.01944381,.91509092,.017792854,1,1,1,0,1962
-.075000003,.018066823,.94195151,.017018072,1,1,1,0,1964
-.075000003,.032085061,.9518131,.030538982,1,1,1,0,1966
-.075000003,.032491148,.92067397,.029913753,.4401803,0,1,0,1968
-.075000003,-.074085563,.91379452,-.067698985,.21921039,0,1,0,1970
.31099999,-.073811889,.881863,-.065091975,1,1,1,0,1972
.31099999,.14975446,.80240041,.12016305,.62603688,0,1,0,1974
.31099999,.14975095,.80650294,.12077458,.39756906,0,1,0,1976
.31099999,.10007909,.86891639,.08696036,1,0,1,0,1978
.31099999,.095864892,.86218107,.082652897,.43450141,0,1,0,1980
.31099999,.018492937,.88543773,.016374344,.18315339,0,1,0,1982
.31099999,.018488973,.93606907,.017306956,.28409255,0,1,0,1984
.31099999,.0205338,.95027292,.019512715,.3450774,0,1,0,1986
.31099999,.0205338,.97152925,.019949187,.31297755,0,1,0,1988
.31099999,-.034758925,.96623278,-.033585213,.16280591,0,1,0,1990
.31099999,-.03470248,.98626631,-.034225889,.031443596,0,1,0,1992
.31099999,-.082266957,.99186742,-.081597917,.071501136,0,1,0,1994
.148,-.049068809,.9911719,-.048635624,1,0,1,0,1996
.148,-.042494357,.99516958,-.042289089,.41414821,0,1,0,1998
.148,-.028992355,.9881655,-.028649244,.44494152,0,1,0,2000
.148,-.05847159,.99363875,-.058099639,.4637475,0,1,0,2002
.148,-.05847159,.98514521,-.057603005,.4556433,0,1,0,2004
.148,-.062139064,.97619557,-.060659878,.49612188,0,1,0,2006
.148,-.06229195,.98060632,-.061083879,.07503736,0,1,0,2008
.148,-.11796322,.98151404,-.11578256,.0019421577,0,1,0,2010
.148,,,,,0,1,0,2012
.41100001,,.97755492,,1,0,1,0,1872
.41100001,.11946994,.94779348,.11323283,.35850346,0,1,0,1874
.41100001,.1145826,.87847602,.10065807,1,0,1,0,1876
.41100001,.069555342,.88345546,.061449047,1,0,1,0,1878
.41100001,.074061394,.77817845,.057632979,1,0,1,0,1880
.41100001,.075163245,.77098227,.057949528,.17401588,0,1,0,1882
.64600003,.074029565,.86051172,.063703306,.30492103,0,1,0,1884
.64600003,.03311342,.87142617,.028855901,.13413894,0,1,0,1886
.64600003,.030805647,.93268222,.028731879,.083954096,0,1,0,1888
.64600003,.0015819669,.88731694,.001403706,.12195611,0,1,0,1890
.396,.002928555,.84582937,.0024770577,1,0,1,0,1892
-.259,.080383003,.84775412,.068145022,1,0,1,1,1894
-.259,.061981082,.75575018,.046842214,1,0,1,1,1896
-.259,-.034115374,.75046051,-.02560224,.049482703,0,1,1,1898
-.44600001,-.076271385,.8392005,-.064006984,.049479723,0,1,1,1900
.34400001,,,,,0,1,0,1902
.48699999,-.03069365,.9029237,-.027714025,.042502522,0,1,0,1906
-.347,-.030693471,.90764022,-.02785863,.023454189,0,1,1,1908
.15700001,.14140284,.83013839,.11738393,.11380148,0,1,0,1910
.15700001,.13872504,.83686638,.11609432,.064543605,0,1,0,1912
.15700001,-.039951324,.91118586,-.036403082,.056276798,0,1,0,1914
.15700001,-.038919687,.90371072,-.035172138,.076141834,0,1,0,1916
.15700001,.081481785,.90796417,.073982544,.022953868,0,1,0,1918
.15700001,.075099021,.89678943,.067348011,.12263358,0,1,0,1920
.15700001,.13748497,.88070524,.12108373,.13080609,0,1,0,1922
.15700001,.13742265,.88679582,.12186583,.17242575,0,1,0,1924
.15700001,-.041557848,.91730183,-.038121089,.017401695,0,1,0,1926
.15700001,-.041542649,.91411662,-.037974827,.20117211,0,1,0,1928
.15700001,.02238673,.84399414,.018894268,.30752599,0,1,0,1930
.022,.023324788,.82398236,.019219214,.15898204,0,1,0,1932
.022,-.008744359,.8270781,-.0072322679,.28227246,0,1,0,1934
.022,-.008744359,.8232314,-.0071986308,.10437846,0,1,0,1936
.252,.070024192,.79394257,.055595186,.34428823,0,1,0,1938
.252,.070440233,.77144599,.054340836,.13075352,0,1,0,1940
.252,,,,,0,1,0,1942
.30500001,.00073081255,.83236116,.00060829998,.25401723,0,1,0,1946
.30500001,.00073558092,.79054785,.00058151194,.19185078,0,1,0,1948
.30500001,.040155768,.812554,.03262873,.19708514,0,1,0,1950
.30500001,.040155768,.83323991,.033459388,.18277419,0,1,0,1952
.30500001,.037933171,.8337028,.031624991,.1897881,0,1,0,1954
-.054000001,.038171262,.80248463,.030631851,.26809418,0,1,0,1956
-.054000001,-.01413703,.85179019,-.012041783,.1266315,0,1,0,1958
-.054000001,.10286832,.90197754,.092784911,.11914831,0,1,0,1960
-.333,-.055767715,.90549028,-.050497122,.08600086,0,1,1,1962
-.333,-.059715927,.93090534,-.055589873,.43016219,0,1,1,1964
-.333,-.11162943,.947972,-.10582157,.023221374,0,1,1,1966
-.324,-.11122334,.91840768,-.10214837,.12235492,0,1,1,1968
-.324,-.099843085,.91253453,-.091110259,.20447975,0,1,1,1970
-.324,-.09956941,.88008356,-.0876294,.13961387,0,1,1,1972
.26100001,.032711685,.80152798,.026219331,.3383112,0,1,0,1974
.26100001,.032708168,.80575478,.026354764,.17949772,0,1,0,1976
.26100001,.0035256445,.86770332,.0030592135,.17061543,0,1,0,1978
.26100001,.0092411041,.86095846,.0079562068,.15530026,0,1,0,1980
.26100001,-.066474915,.88494086,-.058826368,.017222166,0,1,0,1982
.26100001,-.066478878,.93559659,-.062197413,.1573838,0,1,0,1984
.26100001,-.0816257,.94919413,-.077478632,.02984786,0,1,0,1986
.26100001,-.0816257,.97072279,-.079235926,.099402905,0,1,0,1988
.26100001,-.04875955,.96648407,-.047125328,.22334647,0,1,0,1990
.26100001,-.048703104,.98635352,-.048038479,.047547579,0,1,0,1992
.26100001,-.087216765,.99193746,-.086513579,.11608458,0,1,0,1994
.26100001,,,,,0,1,0,1996
-.37400001,-.054790378,.99444997,-.05448629,.11088908,0,1,1,2002
-.37400001,-.054790378,.9822402,-.053817313,.0040768981,0,1,1,2004
-.37400001,-.027139068,.97577488,-.026481621,.1091615,0,1,1,2006
.171,,,,,0,1,0,2008
.171,-.11396322,,,.079091012,0,1,0,2010
-.73000002,,,,,0,1,1,2012
.465,.013641834,.8682456,.011844463,.60049021,0,1,0,1884
.465,-.038011998,.86953783,-.033052869,.017068684,0,1,0,1886
-.33199999,-.040319771,.9284668,-.037435569,.036587715,0,1,1,1888
.44,-.011014104,.88586521,-.0097570112,.047432065,0,1,0,1890
.44,-.0096675158,.80661321,-.0077979458,.0040174723,0,1,0,1892
-.30700001,.054088473,.84827739,.045882028,1,0,1,1,1894
-.30700001,,,,,0,1,1,1896
-.53100002,-.11213157,.84936213,-.09524031,.23218894,0,1,1,1900
.49399999,.10587731,.84063947,.089004643,.16253841,0,1,0,1902
.49399999,.10535726,.87991512,.092705444,.17218518,0,1,0,1904
.49399999,.018341333,.90542334,.01660667,.10038614,0,1,0,1906
.49399999,.018341511,.91425097,.016768744,.18784487,0,1,0,1908
.49399999,.22772598,.84007436,.19130675,.76911914,0,1,0,1910
.49399999,.22504818,.83724976,.18842153,.084512591,0,1,0,1912
.49399999,-.014719665,.9112792,-.013413724,.070212245,0,1,0,1914
.49399999,,,,,0,1,0,1916
.206,.10287371,.90049314,.09263707,.1973871,0,1,0,1920
.206,.14321327,.88090819,.12615775,.15344846,0,1,0,1922
.206,.14315096,.88627291,.12687081,.13597274,0,1,0,1924
.206,-.061576694,.91586685,-.056396052,.031515718,0,1,0,1926
-.35800001,-.061561495,.91154027,-.05611578,.082169175,0,1,1,1928
.206,-.0011544228,.84357101,-.00097383757,.26964223,0,1,0,1930
.15700001,-.00021636486,.82276678,-.00017801781,.16385758,0,1,0,1932
.15700001,.010376573,.82713461,.008582822,.29676366,0,1,0,1934
.15700001,.010376573,.82495719,.0085602282,.21784949,0,1,0,1936
.15700001,.074064016,.79416585,.058819111,.36549199,0,1,0,1938
.15700001,.074480057,.78345108,.058351479,1,1,1,0,1940
.15700001,-.0049815178,.8032217,-.0040012631,.17524767,0,1,0,1942
.15700001,-.0050099492,.83909297,-.0042038132,.097908258,0,1,0,1944
.15700001,-.05194509,.83149648,-.043192159,.19144511,0,1,0,1946
.15700001,-.051940322,.79069883,-.04106915,.22291195,0,1,0,1948
.15700001,-.051624149,.80959767,-.041794792,.029725552,0,1,0,1950
-.048,-.051624149,.82894135,-.042793393,.043875098,0,1,0,1952
-.048,-.060378373,.83231229,-.050253663,.077211142,0,1,0,1954
-.048,-.060140282,.80363238,-.04833068,.32981312,0,1,0,1956
-.048,-.086882055,.85113072,-.073947988,.062095165,0,1,0,1958
-.048,-.088727534,.90340006,-.08015646,.00952667,0,1,0,1960
-.27700001,-.12466821,.90516782,-.11284565,.10365152,0,1,1,1962
-.27700001,-.12223634,.93009698,-.11369165,.26672977,0,1,1,1964
-.27700001,-.16156775,,,,1,1,1,1966
-.333,-.16116166,.91754007,-.14787228,.3327387,0,1,1,1968
-.333,-.073755771,.91261846,-.067310877,.17714447,0,1,1,1970
-.34900001,-.073482096,.87943912,-.064623028,.10436165,0,1,1,1972
-.34900001,.00088489056,.80004299,.0007079505,.074766219,0,1,1,1974
-.34900001,.00088137388,.80388403,.00070852239,.37944913,0,1,1,1976
-.34900001,.026693016,.86675674,.023136351,.17172956,0,1,1,1978
-.34900001,.029064417,.85973132,.02498759,.15274078,0,1,1,1980
-.34900001,-.057444841,.88483393,-.050829146,.0014689565,0,1,1,1982
-.301,-.057448804,.9345789,-.053690441,.026259303,0,1,1,1984
-.301,-.077523023,.94756842,-.073458366,.31881833,0,1,1,1986
-.301,-.077523023,.96875644,-.075100929,.24036139,0,1,1,1988
-.301,,,,,0,1,1,1990
-.588,-.14981753,.99120301,-.14849958,.28018957,0,1,1,1994
-.588,-.15861237,.98546457,-.15630688,.40266991,0,1,1,1996
-.588,-.11435035,.99373174,-.11363357,.39064187,0,1,1,1998
-.588,-.14286238,.99290276,-.14184844,.47414887,0,1,1,2000
-.588,-.092296422,.99503744,-.091838397,.40474707,0,1,1,2002
-.588,-.092296422,.97972125,-.090424769,.32827348,0,1,1,2004
-.588,-.11263907,.97514105,-.10983898,.230474,0,1,1,2006
-.588,-.11279196,.98318303,-.11089513,.38001055,0,1,1,2008
-.588,-.082963198,.98166966,-.081442453,.062927544,0,1,1,2010
-.62699997,,,,,0,1,1,2012
.36899999,.041689128,.83835077,.034950111,.03386724,0,1,0,1902
.36899999,.041169077,.87464553,.036008351,.033625126,0,1,0,1904
.44,-.016740531,.90364003,-.015127414,.011981785,0,1,0,1906
-.40900001,-.016740352,.90855861,-.015209591,.036841393,0,1,1,1908
.36899999,.12752151,.82837963,.10563622,.063971043,0,1,0,1910
.36899999,.12484372,.83493865,.10423684,.025663316,0,1,0,1912
-.33500001,-.053325415,.91007102,-.048529916,.00024974346,0,1,1,1914
.27900001,-.052293777,.90280038,-.047210842,.03329742,0,1,0,1916
.27900001,.092306286,.9079175,.083806492,.03211832,0,1,0,1918
.27900001,.085923523,.89675343,.077052213,.14333463,0,1,0,1920
.27900001,.12802899,.88018537,.11268924,.11040449,0,1,0,1922
.27900001,.12796667,.88509709,.11326293,.11554015,0,1,0,1924
.27900001,-.018085688,.91638327,-.016573422,.0044853091,0,1,0,1926
-.23899999,-.018070489,.91207755,-.016481688,.12464428,0,1,1,1928
.27900001,-.011734903,.84216291,-.0098826997,.19382644,0,1,0,1930
.206,-.010796845,.81770653,-.0088286502,.069653034,0,1,0,1932
.206,.016177714,.82685965,.013376699,.29914796,0,1,0,1934
.206,.016177714,.82249314,.013306059,.13065732,0,1,0,1936
.206,.085936069,.79386812,.068221904,.39570189,0,1,0,1938
.206,.071030676,.77097887,.054763149,.10865068,0,1,0,1940
.19599999,,,,,0,1,0,1942
.082999997,-.077873468,.83171439,-.064768486,.19563484,0,1,0,1946
.082999997,-.0778687,.78845817,-.061396211,.046742082,0,1,0,1948
.082999997,-.060715795,.80622661,-.048950691,.14820617,0,1,0,1950
-.333,-.060715795,.82600439,-.050151512,.14973432,0,1,1,1952
-.333,-.06780827,.8281312,-.056154143,.25323635,0,1,1,1954
-.333,-.06757018,.78248966,-.052872967,.03843081,0,1,1,1956
-.333,-.081796914,.84839392,-.069396004,.17104983,0,1,1,1958
-.333,-.12608248,.90651381,-.11429551,.10186398,0,1,1,1960
-.013,-.087134838,.9095059,-.07924965,.17292631,0,1,0,1962
-.013,-.087487519,.93724906,-.081997596,.1225096,0,1,0,1964
-.013,-.17787418,.94730467,-.16850103,.096910775,0,1,0,1966
-.27700001,-.17746809,.91794574,-.16290608,.14121503,0,1,1,1968
-.27700001,-.10633394,.91167772,-.096942283,.45090896,0,1,1,1970
-.27700001,,,,,0,1,1,1972
-.27700001,.025863051,,,.19567609,0,1,1,1974
-.27700001,.025859535,,,,1,1,1,1976
-.27700001,-.022437274,.8661406,-.019433834,.39415449,0,1,1,1978
-.27700001,-.018753111,,,,0,1,1,1980
-.27700001,-.10728833,.88338083,-.094776452,.46737325,0,1,1,1982
-.27700001,-.10729352,.93399739,-.10021187,.14983863,0,1,1,1984
-.47400001,-.12011442,.94819051,-.11389135,.22063345,0,1,1,1986
-.47400001,-.12011442,.9691124,-.11640437,.23641855,0,1,1,1988
-.47400001,-.16230848,.96430838,-.15651543,.30593807,0,1,1,1990
-.47400001,-.16225204,.9830296,-.15949856,.43039638,0,1,1,1992
-.47400001,-.21408984,.99096876,-.21215634,.41791242,0,1,1,1994
-.47400001,-.17050323,.98400819,-.16777657,1,0,1,1,1996
-.47400001,-.18611971,.99380022,-.1849658,.39694291,0,1,1,1998
-.47400001,-.16399661,.99138796,-.16258426,.2208488,0,1,1,2000
-.47400001,-.17059779,.99471784,-.16969666,.28299958,0,1,1,2002
-.62400001,-.17059779,.98059404,-.16728717,.23847383,0,1,1,2004
-.62400001,-.17263907,.97539741,-.1683917,.1531086,0,1,1,2006
-.62400001,-.17279196,.98310715,-.16987301,.42360336,0,1,1,2008
-.62400001,-.11396322,.98179948,-.11188903,.13977343,0,1,1,2010
-.62400001,,,,,0,1,1,2012
.27900001,-.012041092,.822685,-.0099060256,.19160354,0,1,0,1932
.27900001,-.033869863,.82639658,-.027989939,.25898576,0,1,0,1934
.27900001,-.033869863,.82591152,-.02797351,.27583492,0,1,0,1936
.27900001,.078287661,.79388058,.062151056,.37917662,0,1,0,1938
.27900001,.076656044,.78121066,.059884518,1,1,1,0,1940
.206,.061709344,.80478573,.049662799,.31144226,0,1,0,1942
.206,.061680913,.84301734,.051998079,.16940963,0,1,0,1944
.206,,,,,0,1,0,1946
-.111,.029154152,.81354177,.023718121,.25981355,0,1,0,1950
-.111,.029154152,.83550012,.024358297,.34953296,0,1,0,1952
-.111,.03509438,.83810955,.029412935,1,1,1,0,1954
-.013,.035332471,.81692135,.028863851,1,1,1,0,1956
-.013,-.011680722,.85251397,-.0099579785,.2211374,0,1,0,1958
-.013,-.029922068,.90603673,-.027110493,.10427177,0,1,0,1960
.039999999,-.03127569,.91003191,-.028461875,.21063459,0,1,0,1962
.039999999,-.032652676,.93614441,-.03056762,.05554831,0,1,0,1964
.039999999,-.12317029,.94888246,-.11687412,.12574601,0,1,0,1966
.039999999,-.1227642,.92103702,-.11307038,.34050155,0,1,0,1968
.039999999,-.078696787,.91380429,-.071913458,.19178438,0,1,0,1970
.039999999,,,,,0,1,0,1972
.152,.025781751,.80501741,.020754758,.068142533,0,1,0,1976
.152,.011039555,.8669318,.0095705409,.070137322,0,1,0,1978
-.33899999,.016427755,.85966587,.014122381,.0078173876,0,1,1,1980
.215,,,,,0,1,0,1982
.215,-.059722662,.94906861,-.056680903,.0071003437,0,1,0,1986
.215,-.059722662,.97012162,-.057938244,.013278067,0,1,0,1988
-.5,,,,,0,1,1,1990
-.5,-.073951244,.99448889,-.07354369,.098044991,0,1,1,2002
-.5,-.073951244,.98270094,-.072671957,.057916641,0,1,1,2004
.066,-.067139089,.9760381,-.065530308,.26718271,0,1,0,2006
.066,-.067291975,.98035753,-.065970197,.086853147,0,1,0,2008
.066,-.12996322,.98181248,-.12759951,.14848566,0,1,0,2010
-.662,,,,,0,1,1,2012
.27900001,.05646497,.80436683,.045418549,.28487659,0,1,0,1942
.27900001,.056436539,.84375912,.047618844,.2098974,0,1,0,1944
.045000002,.012694299,.832268,.010565059,.26160109,0,1,0,1946
.045000002,.012699068,.7917968,.010055081,.27380002,0,1,0,1948
.045000002,.013948679,.81185329,.011324281,.13802719,0,1,0,1950
-.050000001,.013948679,.83382595,.011630771,.23094463,0,1,0,1952
-.050000001,.0074025393,.83295661,.0061659939,.089271307,0,1,0,1954
-.050000001,.00764063,.800583,.0061169583,.25061512,0,1,0,1956
.024,-.069733709,.85116172,-.059354663,.040854931,0,1,0,1958
.039999999,,,,,0,1,0,1960
.53200001,.18606526,.98734665,.1837109,.3165046,0,1,0,1992
.53200001,.17714268,.99241126,.17579839,.45600736,0,1,0,1994
.53200001,.014454067,.98810792,.014282178,.14015579,0,1,0,1996
.53200001,.086385489,.99497217,.085951157,.32156396,0,1,0,1998
.53200001,.063612998,.98889744,.062906727,.33173859,0,1,0,2000
.53200001,.09606421,.99384785,.095473208,.3365314,0,1,0,2002
.53200001,.09606421,.98405701,.094532661,.34096193,0,1,0,2004
.53200001,.14886093,.97624612,.1453249,.43106663,0,1,0,2006
.53200001,.14870805,.98001105,.14573553,.30098438,0,1,0,2008
.53200001,,,,,0,1,0,2010
.36399999,.01313144,.99403429,.013053101,.17577934,0,1,0,2002
.36399999,.01313144,.98418355,.012923747,.28361142,0,1,0,2004
.36399999,.040860951,.97612119,.039885242,.31717288,0,1,0,2006
.36399999,.040708065,.98043299,.039911531,.11039579,0,1,0,2008
.36399999,-.082963198,.98183674,-.081456318,.13593805,0,1,0,2010
-.71700001,,,,,0,1,1,2012
.78399998,,,,,0,1,0,1882
-.62699997,,,,,0,1,1,1980
-.62699997,,,,,0,1,1,1982
-.62699997,,,,,0,1,1,1984
.35699999,,,,,0,1,0,1918
.35699999,,,,,0,1,0,1920
.35699999,.18978411,,,.23101807,0,1,0,1922
.35699999,,,,,0,1,0,1924
.35699999,,,,,0,1,0,1926
.35699999,.010960221,,,.21218789,0,1,0,1928
.124,,,,,0,1,0,1930
.124,,,,,0,1,0,1932
.124,.071160614,,,.41537189,0,1,0,1934
.124,,,,,0,1,0,1936
.124,,,,,0,1,0,1938
.124,.13534164,,,.31826246,0,1,0,1940
.124,,,,,0,1,0,1942
.124,,,,,0,1,0,1944
.26800001,,,,,0,1,0,1954
.26800001,,,,,0,1,0,1956
.07,,,,,0,1,0,1960
.07,,,,,0,1,0,1962
.07,-.043121994,,,.11191189,0,1,0,1964
.07,,,,,0,1,0,1966
.07,,,,,0,1,0,1968
.07,-.065764815,,,.08010304,0,1,0,1970
-.69400001,,,,,0,1,1,1972
-.69400001,,,,,0,1,1,1974
-.69400001,.047870636,,,.090233088,0,1,1,1976
-.69400001,,,,,0,1,1,1978
-.69400001,,,,,0,1,1,1980
-.69400001,-.0084445179,,,.038738251,0,1,1,1982
-.69400001,,,,,0,1,1,1984
-.69400001,,,,,0,1,1,1986
-.69400001,,,,,0,1,1,1988
-.69400001,,,,,0,1,1,1996
-.69400001,,,,,0,1,1,1998
-.69400001,-.037048846,,,.087379992,0,1,1,2000
-.373,,,,,0,1,1,2002
-.373,,,,,0,1,1,2004
-.373,-.011083066,,,.08745873,0,1,1,2006
.213,,,,,0,1,0,2008
.213,,,,,0,1,0,2010
.213,,,,,0,1,0,2012
.37400001,,,,,0,1,0,1914
.37400001,,,,,0,1,0,1916
.37400001,.14615831,,,.1503408,0,1,0,1918
.37400001,,,,,0,1,0,1920
.37400001,,,,,0,1,0,1922
.37400001,.18978411,,,.21016514,0,1,0,1924
.37400001,,,,,0,1,0,1926
.37400001,,,,,0,1,0,1928
.043000001,,,,,0,1,0,1932
.043000001,,,,,0,1,0,1934
.043000001,.071160614,,,.27657986,0,1,0,1936
.043000001,,,,,0,1,0,1938
.043000001,,,,,0,1,0,1940
.043000001,.10493326,,,.40504837,0,1,0,1942
.013,,,,,0,1,0,1944
.013,,,,,0,1,0,1946
.013,.088940382,,,.37329483,0,1,0,1948
.013,,,,,0,1,0,1950
.013,,,,,0,1,0,1952
.016000001,,,,,0,1,0,1956
.016000001,,,,,0,1,0,1958
.016000001,.027493536,,,.20892084,0,1,0,1960
.016000001,,,,,0,1,0,1962
.016000001,,,,,0,1,0,1964
.016000001,-.05618605,,,.21113443,0,1,0,1966
.016000001,,,,,0,1,0,1968
.016000001,,,,,0,1,0,1970
.016000001,-.065764815,,,.25327146,0,1,0,1972
.237,,,,,0,1,0,1974
.237,,,,,0,1,0,1976
.237,,,,,0,1,0,1978
.31099999,,,,,0,1,0,1986
.31099999,-.03052631,,,.051117897,0,1,0,1988
-.69400001,-.021797836,.95884043,-.020900646,.04168576,0,1,1,1990
-.73400003,,,,,0,1,1,1992
-.73400003,-.054854542,,,.042170286,0,1,1,1996
.30399999,,,,,0,1,0,1998
.30399999,,,,,0,1,0,2000
.30399999,-.033771813,,,.046414733,0,1,0,2002
-.46900001,,,,,0,1,1,2004
-.46900001,,,,,0,1,1,2006
-.46900001,-.011083066,,,.12022954,0,1,1,2008
-.46900001,,,,,0,1,1,2010
-.46900001,,,,,0,1,1,2012
-.37099999,-.085622206,,,,0,1,1,1872
-.37099999,-.047097832,.82541311,-.038875166,.043598056,0,1,1,1874
-.37099999,-.051985174,.81215233,-.042219881,.23397553,0,1,1,1876
.31299999,.13324594,.67326689,.089710079,.26615536,0,1,0,1878
.31299999,.13324594,.69624543,.09277188,1,0,1,0,1880
.347,.20543885,.64743143,.13300757,.46962452,0,1,0,1882
.347,.20430517,.60820735,.1242599,1,0,1,0,1884
.347,.29052377,.57635534,.16744493,.73647821,0,1,0,1886
.347,.29048085,.58510339,.16996133,.6862061,0,1,0,1888
.35800001,,,,,0,1,0,1890
.43200001,.86444432,.51759505,.4474321,.32923889,0,1,0,1896
.43200001,.24728233,.53314859,.13183822,.45360827,0,1,0,1898
.43200001,.3647176,.52113205,.19006604,.91080534,0,1,0,1900
.36300001,.4402301,.51507217,.22675027,.82551146,0,1,0,1902
.36300001,.43971005,.51503181,.22646466,.9859755,0,1,0,1904
.36300001,.3761355,.50805688,.19109823,.80250394,0,1,0,1906
.36300001,.37613568,.50921232,.19153292,.95722842,0,1,0,1908
.36300001,.30821615,.50359499,.15521611,.96332252,0,1,0,1910
.47,.30553836,.50225663,.15345867,.98031497,0,1,0,1912
.47,.38885391,.50542963,.19653828,.90837944,0,1,0,1914
.47,.38988602,.50606191,.19730647,1,1,1,0,1916
.47,.51036119,.50344926,.25694096,.85241807,0,1,0,1918
.41299999,.50397849,.50590813,.25496683,.87984312,0,1,0,1920
.41299999,.50725299,.50491071,.25611746,.90851569,0,1,0,1922
.138,,,,,0,1,0,1924
.138,,,,,0,1,0,1934
.061000001,.38164836,.50784039,.19381645,1,1,1,0,1940
.061000001,.32631934,.51515305,.1681044,.85589731,0,1,0,1942
.061000001,.32629091,.51918572,.16940558,.99070454,0,1,0,1944
.061000001,.24226981,.51986194,.12594685,.78276038,0,1,0,1946
.061000001,.24227458,.5211525,.12626201,1,0,1,0,1948
.061000001,.46108431,.51099825,.23561327,.99960637,0,1,0,1950
.061000001,.46108431,.51229548,.2362114,.9549911,0,1,0,1952
.061000001,.0044914782,.56385666,.0025325499,1,0,1,0,1954
.061000001,.004729569,.55720085,.00263532,1,0,1,0,1956
